Winner,title_fight,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_attempted_strikes,B_avg_BODY_landed_strikes,B_avg_CLINCH_attempted_strikes,B_avg_CLINCH_landed_strikes,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_attempted_strikes,B_avg_GROUND_landed_strikes,B_avg_HEAD_attempted_strikes,B_avg_HEAD_landed_strikes,B_avg_KD,B_avg_kicks_attempted,B_avg_kicks_landed,B_avg_guard_passed,B_avg_Reversals,B_avg_significant_strikes_attempted,B_avg_Significant_Strikes_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,FALSE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,52,0,0,0,0,0,0,0,0,177.8,180.34,170,1,0,0,17.33333333,13,1.333333333,1.333333333,155.6666667,64.66666667,5,4,139.6666667,52.33333333,1,5,4.666666667,0,0,162,70,0.413333333,0.333333333,0.333333333,0.333333333,0.333333333,164,71.66666667,2,1,8,759.3333333,0,0,0,0,2,0,0,2,190.5,195.58,170,29,29,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,0,1,0,4.666666667,2.333333333,1.666666667,0.666666667,31.33333333,7.333333333,36,25,60.66666667,28,0,3.666666667,2.666666667,6.666666667,1.333333333,69,33,0.436666667,1.333333333,4.666666667,3.333333333,0.85,139,98,1,2,9,877.6666667,0,0,0,0,0,1,0,1,175.26,185.42,135,0,1,0,1,1,1,1,10,4,26,16,34,19,0,2,1,4,1,37,21,0.56,1,4,3,0.75,103,78,1,0,3,900,0,0,0,1,0,0,0,1,165.1,170.18,135,27,23,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,1,1,1,1,5,3,12,8,17,11,0,0,0,0,0,18,12,0.66,0,0,0,0,67,51,1,0,1,214,0,0,0,0,1,0,0,1,182.88,190.5,155,0,1,0,12.6,6.4,10,5.8,79.2,29.4,1.8,0.6,69.6,23,0.2,8.8,6.4,0.6,0.4,91,35.8,0.44,0.2,3.2,1.4,0.5,118.2,60.2,1,3,13,725,0,0,0,2,0,0,0,2,172.72,180.34,145,24,30,0,0,0,0,1,0,1,0,0
Blue,FALSE,5,0,4,0,2.6,1.333333333,5.133333333,2.933333333,49.66666667,15.73333333,2.466666667,1.533333333,44.13333333,11.73333333,0.533333333,10.53333333,7.133333333,0.2,0,57.26666667,20.2,0.436666667,0.333333333,0.333333333,0.133333333,0.133333333,66.8,28.4,6,4,29,436.1333333,5,0,1,1,7,2,0,11,190.5,195.58,240,2,0,0,5.6,4.2,9,5.6,36.6,17.6,6.2,3.8,39.4,17.4,0.6,6.8,5.4,0.6,0,51.8,27,0.506,0,1.4,0,0,69,41.4,2,3,11,525.8,1,0,0,0,2,0,0,2,193.04,203.2,264,35,34,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,22.66666667,15.33333333,9,6.333333333,103.6666667,38.66666667,12.66666667,9.666666667,91.66666667,32.33333333,0,11,7,2,0,125.3333333,54.66666667,0.446666667,0.666666667,7.333333333,3,0.563333333,159.3333333,83,1,1,8,727,0,0,0,0,0,2,0,2,175.26,180.34,155,0,1,0,4.772727273,3.363636364,5.545454545,3.5,53.09090909,13.86363636,8.681818182,5.272727273,61.22727273,18.09090909,0.090909091,1.318181818,1.181818182,2.772727273,0.045454545,67.31818182,22.63636364,0.357272727,0.727272727,6.045454545,3.409090909,0.544090909,97.40909091,49.27272727,3,8,55,705.3636364,0,0,3,6,1,4,0,14,177.8,180.34,155,27,30,0,1,0,0,0,0,0,1,0
Red,FALSE,3,3,0,0,6,4,14.28571429,7.714285714,60.57142857,18,5.428571429,3.285714286,62.85714286,16.57142857,0.428571429,11.42857143,8.428571429,1,0.142857143,80.28571429,29,0.367142857,1,2.285714286,1.142857143,0.267142857,106.8571429,54.57142857,2,4,19,754.2857143,1,0,0,2,1,0,0,3,175.26,177.8,155,1,0,0,8,5.5,4,2,53,20.5,2.5,1.5,47.5,15,0,4,3.5,1,0,59.5,24,0.41,0.5,6,0.5,0.07,80.5,42,1,1,5,741.5,1,0,0,0,0,1,0,1,182.88,190.5,155,28,34,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,6,5.5,9.5,7.5,54,13.5,15.5,12.5,71.5,26.5,0,1.5,1.5,2.5,0.5,79,33.5,0.415,0.5,4.5,1.5,0.165,108,60,2,0,5,749.5,0,0,1,0,0,1,0,2,170.18,177.8,135,0,2,0,6.5,5,2,1.75,36.875,13,13.125,9.625,43.875,18.5,0.25,1.625,0.875,3.25,0.125,52,24.375,0.47125,0.625,1.5,1.25,0.4575,79.375,46.875,2,3,18,600.875,0,0,1,2,2,0,0,5,175.26,180.34,135,28,34,0,1,0,0,0,0,0,1,0
Red,FALSE,3,1,0,0,2,2,6,6,9,5,0,0,12,8,0,1,1,0,1,15,11,0.73,1,1,0,0,28,24,0,1,3,796,0,0,0,0,0,0,0,0,170.18,177.8,145,0,1,0,3.2,2.4,2.8,1.8,31.6,11,5.6,3.2,31.2,9,0.2,5.6,4.6,0.8,0.4,40,16,0.392,0.2,1.8,0.2,0.1,68.8,42.2,1,3,9,454.6,1,0,1,0,1,0,0,2,170.18,185.42,145,26,27,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,20,10,11,8,165,53,1,0,128,29,0,29,22,2,0,177,61,0.34,0,14,2,0.14,200,81,1,0,3,900,0,0,0,1,0,0,0,1,182.88,185.42,170,0,2,0,6,3.5,3.5,2,15,4,25.5,10.5,34.5,12,0,3.5,1,5,1,44,16.5,0.365,1,4.5,0.5,0.08,185,133,2,0,6,900,0,0,0,2,0,0,0,2,185.42,195.58,170,33,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,13,6,1,1,86,49,0,0,46,19,0,28,25,0,0,87,50,0.57,0,6,0,0,100,63,0,1,3,900,0,0,0,0,0,0,0,0,175.26,182.88,155,1,0,0,10.57142857,8.571428571,7.285714286,5.571428571,38.57142857,13.71428571,7.714285714,5.428571429,38.28571429,12.14285714,0.285714286,4.714285714,4,1,0,53.57142857,24.71428571,0.538571429,0.714285714,2,0.714285714,0.271428571,66.14285714,36,2,3,15,584.1428571,0,0,1,0,1,2,0,4,175.26,177.8,155,28,36,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,17.5,10.25,18.25,10.5,180.25,57.75,0.25,0.25,175.5,53,0,5.75,5.25,0,0.25,198.75,68.5,0.3075,0,0.25,0,0,201.5,71.25,2,2,12,858.25,0,0,1,1,0,0,0,2,177.8,190.5,170,2,0,0,5.916666667,4.666666667,7.5,5.75,32.41666667,9.916666667,4.916666667,2.5,36.25,10.91666667,0.333333333,2.666666667,2.583333333,1.583333333,0.166666667,44.83333333,18.16666667,0.345,1,3.083333333,1.166666667,0.256666667,57.33333333,28,2,7,29,666.25,0,0,0,3,1,1,0,5,180.34,185.42,170,27,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,3,0,0,12.6,10.2,8,6.2,40.8,15.2,20.8,14,54.6,23.2,0.6,2.4,2,2.2,0.2,69.6,35.4,0.562,0,1.6,1,0.332,91.6,54,2,3,10,407.8,0,0,0,0,2,0,0,2,177.8,180.34,135,2,0,0,4.142857143,2.428571429,2,1.285714286,26.85714286,6.857142857,8.857142857,6.571428571,28.28571429,9.142857143,0,5.285714286,3.142857143,3.142857143,0.428571429,37.71428571,14.71428571,0.398571429,1.285714286,5.857142857,1.857142857,0.302857143,86.71428571,59.71428571,3,3,17,676.2857143,0,0,0,3,0,1,0,4,167.64,170.18,135,31,30,0,1,0,0,0,0,1,0,0
Red,FALSE,5,0,1,0,9.666666667,4.333333333,3.333333333,1.666666667,83,38,8.666666667,5,74.66666667,31.33333333,0,10.66666667,9,1,0.333333333,95,44.66666667,0.493333333,0.666666667,1,0,0,111.6666667,58.66666667,1,1,9,879,0,0,0,1,0,1,0,2,187.96,193.04,185,0,3,0,4,2,9.666666667,4.666666667,18,5.333333333,9.333333333,7.333333333,32,14.33333333,0.333333333,1,1,2.333333333,0.333333333,37,17.33333333,0.473333333,1.333333333,2.666666667,1,0.276666667,53,30.66666667,3,0,5,428,0,0,0,1,1,1,0,3,185.42,182.88,185,29,34,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,4.833333333,4.333333333,7.5,5.333333333,29,10.66666667,11.83333333,7.666666667,42.33333333,18.33333333,0.333333333,1.166666667,1,2.666666667,0,48.33333333,23.66666667,0.43,0.333333333,3.5,1.166666667,0.141666667,66.5,38.16666667,1,3,14,550.5,0,0,0,1,2,0,0,3,193.04,198.12,265,0,1,0,19.5,18,19,15,15.5,9.25,24.25,19,37.5,23.5,1,1.75,1.75,0.5,0,58.75,43.25,0.7375,0,0.5,0.25,0.25,87,69.5,1,2,8,479.75,0,0,0,1,1,0,0,2,193.04,203.2,265,32,34,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,1,1,2.5,2,4.5,0.5,14.5,11.5,19.5,13,0,1,0,1,0,21.5,14,0.59,0,1.5,1,0.75,24,16.5,2,0,2,236.5,0,0,0,0,2,0,0,2,190.5,200.66,260,0,1,0,3.2,2.4,4.7,2.8,42.5,19.3,4.2,3.8,42.7,18.6,0.7,5.5,4.9,0.2,0,51.4,25.9,0.536,0.4,0,0,0,56.4,30.2,5,3,17,416.3,0,0,0,1,6,0,0,7,190.5,200.66,265,29,36,0,1,0,0,0,0,0,0,1
Red,FALSE,3,0,2,0,3.6,2.6,1.2,0.8,35.8,10.4,4.4,1.6,36.4,9,0.2,1.4,1.2,1.6,0.2,41.4,12.8,0.356,1,4.4,1.4,0.342,72.8,36.6,2,1,10,503.2,1,0,0,1,0,3,0,4,185.42,190.5,170,0,1,0,1.9375,1.6875,3.4375,2.5,36.5625,8.3125,8.25,6.625,45.6875,15.3125,0.125,0.625,0.4375,3.125,0.4375,48.25,17.4375,0.416875,1.625,2.875,1.3125,0.42,56.8125,25.5,3,6,31,451.875,0,0,0,1,2,7,0,10,177.8,180.34,155,26,30,0,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,6.333333333,4.666666667,8,6.666666667,26.33333333,11,24.66666667,19.66666667,48,29.33333333,0,4.666666667,3.333333333,6.333333333,0,59,37.33333333,0.65,1,7,4.333333333,0.626666667,77,52.33333333,2,1,7,694.3333333,0,0,0,1,1,0,0,2,170.18,167.64,125,1,0,0,15.2,8.6,10.6,7.2,56.8,17.2,5,4.2,48.6,13.6,0.2,8.6,6.4,0.2,0,72.4,28.6,0.378,0.4,2.2,0.6,0.24,86.4,40.6,2,2,14,764,1,0,1,0,1,1,0,3,167.64,167.64,125,22,30,0,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,10.2,5.4,3.2,2,118.8,45.8,1,0.6,97,31.6,0,15.8,11.4,0.2,0,123,48.4,0.408,0.4,2.4,0.6,0.256,126.2,50,2,2,13,746.4,0,0,1,1,0,1,0,3,170.18,180.34,155,1,0,0,12.6,8.8,6,3.6,95.2,39.6,5,3.8,90,34.8,0.2,3.6,3.4,1.2,0,106.2,47,0.492,0.6,2.8,1.4,0.45,112.8,52.4,3,2,12,644.8,1,0,0,3,0,0,0,3,177.8,177.8,155,34,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,3,0,0,12.09090909,8.727272727,10.63636364,7,102.0909091,38.45454545,1.272727273,1,84.81818182,24,0,17.09090909,13.72727273,0.090909091,0.090909091,114,46.45454545,0.434545455,0.363636364,1.363636364,0,0,127,57.90909091,4,5,29,726.4545455,0,0,2,2,0,1,1,6,187.96,193.04,185,2,0,0,10,5.3,7,4.9,54.7,21.1,16,11.3,55.5,22.6,0.4,12.2,9.4,3.1,0.1,77.7,37.3,0.479,0.7,5.6,2.1,0.293,110.5,66.6,3,5,27,790.5,0,0,0,4,0,1,0,5,182.88,193.04,185,27,31,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,0.5,0.5,5.5,3.5,41,5.5,1.5,1.5,47,9.5,0,0.5,0.5,2.5,0.5,48,10.5,0.2,0.5,2.5,0.5,0.5,56.5,17.5,1,1,4,527.5,0,0,0,0,0,1,0,1,180.34,182.88,145,1,0,0,3,3,6,5,14,8,6,6,21,14,0,2,2,0,0,26,19,0.73,0,0,0,0,30,23,0,1,2,350,0,0,0,0,0,0,0,0,175.26,177.8,145,29,24,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,1,0,6.5,5.3,7.5,6.6,42.8,14.1,19.8,12.8,56,21.1,0.2,7.6,7.1,1.6,0.2,70.1,33.5,0.529,0.2,6.7,2.7,0.387,93,53.7,3,3,26,727.9,0,0,1,4,2,0,0,7,175.26,180.34,155,0,2,0,6.333333333,3.666666667,3.5,2,97,30.5,1.166666667,1,86.16666667,23.33333333,0.333333333,9.166666667,6.5,0.333333333,0,101.6666667,33.5,0.386666667,0.5,1.166666667,0.666666667,0.36,104.1666667,35.66666667,3,1,10,448.6666667,1,0,0,1,2,1,1,5,180.34,193.04,155,35,30,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,1,0,4,3,3,3,4,2,3,2,6,4,0,0,0,1,0,10,7,0.7,1,1,1,1,10,7,1,0,1,38,0,0,0,0,0,1,0,1,175.26,187.96,155,0,2,0,6.375,3.25,5.75,3.125,39.25,14.5,12.5,8.75,47.75,20.5,0.375,3.375,2.625,2.375,0.125,57.5,26.375,0.3725,0.75,4.75,2.75,0.57625,98.625,61.125,3,3,15,470.375,1,0,0,3,2,0,0,5,180.34,190.5,155,29,26,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,1,0,0,4.333333333,1.666666667,2.666666667,1,63.66666667,21.66666667,9,4,59.33333333,17,0.333333333,11.66666667,8,2.333333333,0,75.33333333,26.66666667,0.403333333,0.666666667,6,2.333333333,0.3,96,44.33333333,2,1,7,583.6666667,0,0,0,1,0,1,0,2,185.42,195.58,185,2,0,0,8.75,3,19.5,12,66.5,20.75,0.5,0.5,60.75,16.75,0,17,13.5,0.25,0.5,86.5,33.25,0.41,0,0,0,0,94,40,1,3,10,731.75,0,0,0,1,0,0,0,1,180.34,182.88,170,30,27,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,1,0,0,1,1,2,1,12,5,0,0,13,5,0,0,0,0,0,14,6,0.42,0,1,0,0,14,6,0,1,1,138,0,0,0,0,0,0,0,0,195.58,193.04,260,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,1,3,0,0,2,0,0,0,8,5,0,1,1,140,0,0,0,0,0,0,0,0,187.96,190.5,247,34,36,0,1,0,0,0,0,1,0,0
Blue,FALSE,5,0,1,0,9.133333333,5.466666667,8,5.333333333,68.2,20.4,9.733333333,5.533333333,66.2,17.86666667,0.266666667,10.6,7.933333333,1.6,0.066666667,85.93333333,31.26666667,0.381333333,0.8,5,1.866666667,0.322,108.2666667,51.4,5,5,39,713,0,0,0,6,2,2,0,10,172.72,177.8,170,0,2,0,22.8,18.1,18.7,12.8,90,31.4,23.2,14.5,91.8,27.8,0.3,17.3,12.8,1.7,0.1,131.9,58.7,0.464,0.9,4.6,2.6,0.502,173.8,96.5,7,1,39,1145.7,5,0,3,5,0,1,0,9,175.26,177.8,170,29,30,0,0,0,1,0,0,0,1,0
Blue,FALSE,3,0,1,0,8,6.333333333,7.666666667,5,49.66666667,23.33333333,7.666666667,4.666666667,53,22.66666667,0.666666667,4,4,1.333333333,0,65,33,0.496666667,0,1.333333333,1.333333333,0.333333333,71.33333333,38.66666667,1,1,6,514,0,0,1,0,1,0,0,2,182.88,185.42,170,0,1,0,4.846153846,3.615384615,6.307692308,4.461538462,33.30769231,11.46153846,7.230769231,5.538461538,37.76923077,14.53846154,0.307692308,4.230769231,3.307692308,1.153846154,0.153846154,46.84615385,21.46153846,0.406923077,0.846153846,2.846153846,1.153846154,0.272307692,79.76923077,50.84615385,4,4,26,494.3076923,0,0,1,2,4,2,0,9,182.88,187.96,170,24,38,0,1,0,0,0,0,1,0,0
Blue,FALSE,3,0,3,0,2.909090909,1.636363636,3.181818182,1.909090909,40.63636364,11.45454545,12.36363636,8.363636364,50.18181818,17.18181818,0.272727273,3.090909091,2.909090909,4.363636364,0,56.18181818,21.72727273,0.408181818,1.181818182,6.636363636,2.090909091,0.334545455,78.27272727,42,5,3,27,680,1,0,1,3,1,3,0,8,185.42,198.12,185,2,0,0,11.25,6.875,7.125,5.375,43.625,12.625,10.75,7.75,46.5,15.75,0.125,3.75,3.125,3.25,0.25,61.5,25.75,0.46375,0.625,4,1.625,0.36625,86.625,47,6,2,22,775.125,0,0,1,3,0,2,0,6,190.5,198.12,205,32,32,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,6,5.5,2.5,2.5,7,2.5,9.5,7,12,5.5,0,1,1,3.5,0.5,19,12,0.625,0,6.5,3,0.47,40,32.5,1,1,4,577.5,0,0,1,0,0,0,0,1,175.26,175.26,145,1,0,0,1,1,9,6,73,10,3,3,83,17,0,1,1,1,1,85,19,0.22,0,4,0,0,101,32,0,1,3,900,0,0,0,0,0,0,0,0,180.34,182.88,145,32,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,3,2.5,10,5.5,63.5,29,1.5,0.5,70.5,31,1,1.5,1.5,1.5,0,75,35,0.525,0,5.5,4,0.36,78.5,37.5,2,0,4,471.5,0,0,1,0,1,0,0,2,175.26,182.88,170,0,3,0,11.33333333,8.333333333,14.5,10.66666667,75,25.83333333,4.5,2.333333333,75.33333333,24.83333333,0.166666667,7.333333333,5.666666667,1.833333333,0.166666667,94,38.83333333,0.413333333,0,4.333333333,2.166666667,0.506666667,125.5,66.33333333,3,2,15,707.5,0,0,0,3,1,0,0,4,190.5,203.2,170,27,27,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,6,6,9,6,33,12,0,0,26,2,0,10,10,3,0,42,18,0.42,1,8,1,0.12,50,24,0,1,3,900,0,0,0,0,0,0,0,0,182.88,185.42,170,1,0,0,5,2,3.5,2,13,4,4,3,15.5,7,0.5,0,0,0.5,0,20.5,9,0.435,0.5,0.5,0,0,23,11.5,1,1,2,182.5,0,0,0,0,0,1,0,1,177.8,182.88,155,24,25,0,1,0,0,0,0,0,1,0
Blue,FALSE,3,1,0,0,2,1,2,2,25,5,0,0,21,2,0,4,4,0,0,27,7,0.25,0,0,0,0,27,7,0,1,1,167,0,0,0,0,0,0,0,0,177.8,177.8,135,1,0,0,14,12,6,3,26,9,8,6,23,5,0,3,1,1,1,40,18,0.45,1,0,0,0,137,109,0,1,3,900,0,0,0,0,0,0,0,0,175.26,177.8,135,27,25,0,0,0,1,0,0,0,1,0
Red,FALSE,5,0,2,0,16.33333333,12,4,3,65.66666667,28.66666667,0.333333333,0,47.33333333,14.66666667,0.333333333,6.333333333,5,0.333333333,0,70,31.66666667,0.456666667,0,1,0.666666667,0.333333333,71,32.66666667,2,1,6,542,0,0,0,1,1,0,0,2,175.26,175.26,185,1,0,0,9.35,7.05,11,6.85,103.65,36.4,11.1,6.1,110.25,36.9,0.2,6.15,5.4,0.75,0.1,125.75,49.35,0.4005,0.25,2.85,1.3,0.334,144.15,65.55,4,6,50,699.5,1,0,1,5,8,0,0,14,185.42,190.5,185,42,35,0,0,0,1,0,0,1,0,0
Red,FALSE,3,0,4,0,2.615384615,2.230769231,5.923076923,4.846153846,23.84615385,8.384615385,20.07692308,12.23076923,42.30769231,19.38461538,0.307692308,4.923076923,3.846153846,3.230769231,0.153846154,49.84615385,25.46153846,0.510769231,0.538461538,5.153846154,2.461538462,0.506923077,87.30769231,60.38461538,4,3,34,707.1538462,0,0,1,6,3,0,0,10,187.96,193.04,170,1,0,0,13.2,11.4,13.2,11.2,32.8,12.2,6,4,34.8,12.4,0.8,4,3.6,0,0,52,27.4,0.55,0,1,0.6,0.2,71,46.2,2,2,10,506.8,0,0,0,0,3,0,0,3,175.26,187.96,170,32,32,0,0,0,1,0,0,1,0,0
Red,FALSE,3,1,0,0,5,4,5,5,15,6,14,7,23,9,0,6,5,1,0,34,18,0.52,5,1,0,0,102,70,0,1,3,900,0,0,0,0,0,0,0,0,187.96,187.96,170,1,0,0,9,3,12,6,46,15,21,10,47,14,0,23,14,2,2,79,31,0.39,0,0,0,0,172,100,0,1,3,900,1,0,0,0,0,0,0,0,182.88,182.88,170,28,28,0,1,0,0,0,0,0,1,0
Red,FALSE,5,0,4,0,2.75,2.25,1.75,1,28.75,14.25,2,1.75,25.5,11.5,0,4.25,3.25,1,0,32.5,17,0.625,0.5,1.75,0.75,0.375,37,21.5,4,0,7,319.75,0,1,0,0,2,1,0,4,190.5,203.2,205,0,2,0,4.428571429,3.5,5.642857143,3.785714286,40.28571429,12.14285714,15.5,10.92857143,51,18.21428571,0.428571429,6,5.142857143,2.071428571,0,61.42857143,26.85714286,0.41,0.285714286,4.785714286,2.142857143,0.283571429,87.57142857,50.92857143,5,4,30,545.5714286,1,0,0,6,3,1,0,10,187.96,187.96,205,31,31,0,0,0,1,0,0,1,0,0
Blue,FALSE,3,2,0,0,15.66666667,11.33333333,14.58333333,10.08333333,93.91666667,34.75,2.75,1.333333333,87.41666667,28.25,0.333333333,8.166666667,6.583333333,0.25,0.083333333,111.25,46.16666667,0.428333333,0,2.5,0.833333333,0.416666667,124.25,57.83333333,3,5,30,685.3333333,1,0,0,4,2,0,1,7,172.72,175.26,155,2,0,0,6.928571429,4.857142857,6.142857143,3.785714286,72.85714286,18.28571429,10.21428571,5.5,81,21.78571429,0.428571429,1.285714286,0.928571429,2.142857143,0.214285714,89.21428571,27.57142857,0.367857143,0.642857143,4.714285714,2.285714286,0.465714286,108,44.71428571,8,5,40,790.5,2,0,3,5,1,0,0,9,175.26,177.8,155,29,35,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,13.11111111,8.222222222,7,4.666666667,94.55555556,35.88888889,3.444444444,2.444444444,79.88888889,25.44444444,0.111111111,12,9.333333333,0.666666667,0.111111111,105,43,0.426666667,0,4.555555556,1.444444444,0.226666667,121.7777778,58.33333333,5,2,25,828.8888889,0,0,1,5,1,0,0,7,185.42,187.96,185,1,0,0,11.35714286,7.857142857,12.07142857,8.714285714,42.14285714,18.14285714,3.928571429,3,40.21428571,16.5,0.214285714,6.571428571,5.5,0.785714286,0.142857143,58.14285714,29.85714286,0.511428571,0.785714286,3.714285714,1.285714286,0.195714286,78.57142857,47.78571429,4,6,34,649.1428571,0,0,2,3,3,0,0,8,182.88,187.96,185,26,33,0,1,0,0,0,0,1,0,0
Red,FALSE,3,1,0,0,2,2,0,0,3,2,3,3,2,1,0,2,2,1,1,6,5,0.83,0,3,1,0.33,24,23,0,1,1,263,0,0,0,0,0,0,0,0,203.2,200.66,255,2,0,0,2.833333333,2.333333333,8.833333333,5.333333333,34,14.5,6.166666667,4.833333333,44.16666667,20.33333333,0.166666667,2,2,0.833333333,0,49,24.66666667,0.46,0,1.5,0.333333333,0.166666667,55.83333333,30.66666667,2,3,10,402,0,0,0,0,3,0,0,3,182.88,190.5,260,33,29,0,0,0,0,1,0,0,1,0
Red,FALSE,3,0,2,0,15.5,11.5,16,12.66666667,77.33333333,29.33333333,5.166666667,4.333333333,64.83333333,18,0.666666667,18.16666667,16.83333333,0.333333333,0.166666667,98.5,46.33333333,0.456666667,0,1,0.666666667,0.5,122.1666667,68.16666667,2,2,16,674.8333333,0,0,1,1,2,0,0,4,172.72,180.34,145,0,1,0,7.285714286,5.214285714,3.571428571,1.928571429,37.85714286,12.92857143,7.357142857,4.285714286,39.5,12.57142857,0,2,1.357142857,1.857142857,0.357142857,48.78571429,19.14285714,0.430714286,1,5.857142857,2.285714286,0.478571429,94.92857143,60,2,6,32,610.3571429,0,0,0,4,1,3,0,8,170.18,172.72,145,28,29,0,1,0,0,0,0,1,0,0
Red,FALSE,3,0,2,0,8,4.5,2,1,66.5,25,5,4,57,18.5,0,8.5,7,3,0.5,73.5,30,0.415,0.5,12,5.5,0.53,92,47,2,0,6,900,0,0,0,2,0,0,0,2,162.56,162.56,125,0,1,0,2.25,1.25,0.75,0.75,23.25,6.25,2,1.5,22.75,6.25,0,1,1,1.75,0,26,8.5,0.335,0.25,4.25,1.25,0.1875,33,15.25,1,2,7,462.25,0,0,0,1,0,1,0,2,165.1,170.18,125,31,29,0,0,0,1,0,0,1,0,0
Red,FALSE,5,0,7,0,11.76470588,9.764705882,13.17647059,10.47058824,35.29411765,16.64705882,10.70588235,7.823529412,42.70588235,21.58823529,0.411764706,4.705882353,3.588235294,0.882352941,0.176470588,59.17647059,34.94117647,0.588235294,1.294117647,2.235294118,1.176470588,0.438823529,81.76470588,55.05882353,7,5,37,507.7058824,0,0,0,2,9,1,0,12,182.88,190.5,170,0,1,0,7,5.75,11.16666667,6.833333333,66,26.33333333,9.416666667,5.166666667,76.91666667,30.5,0.583333333,2.666666667,2.083333333,0.75,0.25,86.58333333,38.33333333,0.448333333,0,1.5,1.166666667,0.458333333,96.5,47.91666667,3,4,28,578.6666667,1,0,1,2,5,0,0,8,180.34,187.96,170,33,32,0,1,0,0,0,0,0,1,0
Red,FALSE,3,0,2,0,11.16666667,7.666666667,5.333333333,3.666666667,70.83333333,17.33333333,10.16666667,6.833333333,73,18.16666667,0.333333333,2.166666667,2,0.333333333,0.5,86.33333333,27.83333333,0.343333333,0.166666667,0.166666667,0.166666667,0.166666667,99.5,38.66666667,2,2,14,651.8333333,0,0,1,1,2,0,0,4,187.96,190.5,205,0,1,0,5,3.583333333,4.5,3.083333333,35.25,12.91666667,9.166666667,5.5,38.5,13.58333333,0.666666667,5.416666667,4.333333333,0.583333333,0.083333333,48.91666667,21.5,0.468333333,0.416666667,2.166666667,1.25,0.281666667,73.91666667,43.58333333,3,4,22,429.75,0,0,0,2,6,0,0,8,187.96,198.12,205,38,30,0,0,0,1,0,0,1,0,0
